sot,ho,dau_dau,met_moi,dau_bung,dau_hong,buon_non,tieu_chay,phat_ban,kho_tho,dau_nguc,dau_khop,chong_mat,non_mua,so_mui,benh
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nhiễm trùng đường tiết niệu
